index,Tarih,Şimdi,Açılış,Yüksek,Düşük,Fark %
934,23.03.2015,2.5423,2.5724,2.5926,2.539,-1.19%
933,24.03.2015,2.5519,2.5412,2.57,2.539,0.38%
932,25.03.2015,2.587,2.551,2.594,2.5489,1.38%
931,26.03.2015,2.5957,2.5858,2.618,2.582,0.34%
930,27.03.2015,2.6102,2.591,2.6247,2.591,0.56%
929,30.03.2015,2.6078,2.6098,2.6195,2.5955,-0.09%
928,31.03.2015,2.5978,2.6085,2.6235,2.5905,-0.38%
927,01.04.2015,2.599,2.597,2.614,2.5865,0.05%
926,02.04.2015,2.5855,2.5982,2.6021,2.5805,-0.52%
925,03.04.2015,2.5719,2.5844,2.5982,2.5535,-0.53%
924,06.04.2015,2.571,2.5682,2.5785,2.553,-0.03%
923,07.04.2015,2.6023,2.5735,2.6049,2.563,1.22%
922,08.04.2015,2.5995,2.6008,2.6038,2.582,-0.11%
921,09.04.2015,2.6199,2.5974,2.624,2.582,0.78%
920,10.04.2015,2.6287,2.619,2.6425,2.611,0.34%
919,13.04.2015,2.6705,2.6188,2.674,2.6188,1.59%
918,14.04.2015,2.6883,2.669,2.6949,2.658,0.67%
917,15.04.2015,2.6989,2.6874,2.7316,2.68,0.39%
916,16.04.2015,2.6786,2.6974,2.715,2.6692,-0.75%
915,17.04.2015,2.6782,2.6771,2.701,2.6708,-0.01%
914,20.04.2015,2.6993,2.687,2.7119,2.6693,0.79%
913,21.04.2015,2.6858,2.6991,2.7159,2.676,-0.50%
912,22.04.2015,2.7123,2.6844,2.722,2.675,0.99%
911,23.04.2015,2.7015,2.7109,2.7349,2.695,-0.40%
910,24.04.2015,2.7144,2.7,2.7438,2.697,0.48%
909,27.04.2015,2.6744,2.7242,2.739,2.6652,-1.47%
908,28.04.2015,2.6584,2.6733,2.6945,2.648,-0.60%
907,29.04.2015,2.6605,2.6573,2.675,2.642,0.08%
906,30.04.2015,2.6723,2.6594,2.685,2.647,0.44%
905,01.05.2015,2.7079,2.6708,2.7124,2.6626,1.33%
904,04.05.2015,2.713,2.7122,2.7243,2.693,0.19%
903,05.05.2015,2.7045,2.7099,2.725,2.699,-0.31%
902,06.05.2015,2.6928,2.703,2.722,2.684,-0.43%
901,07.05.2015,2.6852,2.6916,2.715,2.675,-0.28%
900,08.05.2015,2.6953,2.6842,2.7038,2.672,0.38%
899,11.05.2015,2.6938,2.688,2.705,2.677,-0.06%
898,12.05.2015,2.6635,2.6925,2.705,2.6577,-1.12%
897,13.05.2015,2.6307,2.6624,2.673,2.6187,-1.23%
896,14.05.2015,2.5909,2.6296,2.6337,2.586,-1.51%
895,15.05.2015,2.5759,2.5898,2.6007,2.5728,-0.58%
894,18.05.2015,2.5806,2.575,2.59,2.57,0.18%
893,19.05.2015,2.5935,2.5797,2.6049,2.571,0.50%
892,20.05.2015,2.5776,2.5923,2.613,2.5683,-0.61%
891,21.05.2015,2.5889,2.5761,2.596,2.557,0.44%
890,22.05.2015,2.5991,2.5877,2.608,2.581,0.39%
889,25.05.2015,2.6155,2.5986,2.62,2.5913,0.63%
888,26.05.2015,2.6417,2.6129,2.645,2.612,1.00%
887,27.05.2015,2.6421,2.6397,2.667,2.63,0.02%
886,28.05.2015,2.6543,2.6407,2.6679,2.638,0.46%
885,29.05.2015,2.663,2.654,2.6687,2.644,0.33%
884,01.06.2015,2.6829,2.6598,2.6865,2.6572,0.75%
883,02.06.2015,2.6743,2.682,2.694,2.668,-0.32%
882,03.06.2015,2.6856,2.6732,2.693,2.6697,0.42%
881,04.06.2015,2.6677,2.6843,2.708,2.656,-0.67%
880,05.06.2015,2.6621,2.6664,2.692,2.652,-0.21%
879,08.06.2015,2.7515,2.7678,2.8117,2.741,3.36%
878,09.06.2015,2.7521,2.7505,2.7642,2.728,0.02%
877,10.06.2015,2.7345,2.7503,2.7564,2.724,-0.64%
876,11.06.2015,2.7022,2.7318,2.7532,2.6971,-1.18%
875,12.06.2015,2.7128,2.7015,2.7262,2.6992,0.39%
874,15.06.2015,2.7358,2.7099,2.746,2.7099,0.85%
873,16.06.2015,2.7345,2.7342,2.7527,2.723,-0.05%
872,17.06.2015,2.7061,2.7325,2.7452,2.7049,-1.04%
871,18.06.2015,2.7123,2.7038,2.7212,2.702,0.23%
870,19.06.2015,2.6951,2.7107,2.7254,2.6889,-0.63%
869,22.06.2015,2.6656,2.6943,2.6976,2.658,-1.09%
868,23.06.2015,2.6789,2.6645,2.686,2.6619,0.50%
867,24.06.2015,2.6776,2.6778,2.689,2.667,-0.05%
866,25.06.2015,2.655,2.6767,2.6793,2.6495,-0.84%
865,26.06.2015,2.6649,2.6542,2.675,2.6525,0.37%
864,29.06.2015,2.7028,2.664,2.7096,2.664,1.42%
863,30.06.2015,2.6816,2.7008,2.7073,2.667,-0.78%
862,01.07.2015,2.6917,2.6807,2.697,2.667,0.38%
861,02.07.2015,2.6843,2.69,2.707,2.679,-0.27%
860,03.07.2015,2.6885,2.6836,2.695,2.6805,0.16%
859,06.07.2015,2.6781,2.6907,2.7163,2.6703,-0.39%
858,07.07.2015,2.6854,2.6772,2.7002,2.669,0.27%
857,08.07.2015,2.6881,2.6849,2.7016,2.6749,0.10%
856,09.07.2015,2.6788,2.6871,2.6897,2.6625,-0.35%
855,10.07.2015,2.6667,2.6766,2.6808,2.654,-0.45%
854,13.07.2015,2.6456,2.6708,2.6751,2.641,-0.79%
853,14.07.2015,2.6317,2.645,2.652,2.624,-0.53%
852,15.07.2015,2.6464,2.6305,2.6521,2.625,0.56%
851,16.07.2015,2.6565,2.6442,2.6594,2.638,0.38%
850,17.07.2015,2.6526,2.6554,2.6585,2.6449,-0.15%
849,20.07.2015,2.6983,2.6518,2.702,2.6518,1.72%
848,21.07.2015,2.6844,2.6975,2.7002,2.678,-0.52%
847,22.07.2015,2.7067,2.6835,2.725,2.678,0.83%
846,23.07.2015,2.7344,2.7057,2.7397,2.7033,1.02%
845,24.07.2015,2.7377,2.7336,2.7539,2.7225,0.12%
844,27.07.2015,2.7713,2.7399,2.778,2.732,1.23%
843,28.07.2015,2.76,2.7704,2.774,2.741,-0.41%
842,29.07.2015,2.765,2.7584,2.776,2.7521,0.18%
841,30.07.2015,2.7826,2.7645,2.7932,2.758,0.64%
840,31.07.2015,2.771,2.7818,2.7981,2.751,-0.42%
839,03.08.2015,2.7812,2.7662,2.7844,2.7619,0.37%
838,04.08.2015,2.7826,2.7801,2.7842,2.763,0.05%
837,05.08.2015,2.7868,2.7822,2.794,2.764,0.15%
836,06.08.2015,2.7757,2.7856,2.792,2.773,-0.40%
835,07.08.2015,2.7802,2.7752,2.794,2.771,0.16%
834,10.08.2015,2.7794,2.7802,2.797,2.773,-0.03%
